Exchange,Token,Categories,Trading Pair,Market,Last Traded At,Bid/Ask Spread Percentage,Volume,Current Price (USD),Market Cap (USD),Total Volume (USD),"High (24h, USD)","Low (24h, USD)","Price Change (24h, USD)",Price Change Percentage (24h),Price Change Percentage (7d),Price Change Percentage (14d),Price Change Percentage (30d),Price Change Percentage (60d),Price Change Percentage (200d),Price Change Percentage (1y),Trading Volume (24h),Market Cap Change (24h),Market Cap Change Percentage (24h)
bingx,BABYBONK,Meme,USDT,BingX,2024-09-20T22:29:04+00:00,None%,6.7589664052119624e+16,2.0772e-11,8724137,5845328,2.0761e-11,1.77e-11,3.072e-12,17.35538,30.72956,38.64822,12.13841,5.37461,-49.96828,0.0,5845328,1295330,17.43658
bingx,NEIROCTO,Meme,USDT,BingX,2024-09-20T22:43:59+00:00,None%,1483379138.608419,0.00085001,357589554,414180263,0.00094588,0.00078044,-7.3192439882522e-05,-7.92813,2084.82964,1296.618,2365.47383,0.0,0.0,0.0,414180263,-30791327.534178,-7.92813
bingx,WAGMIGAMES,Gaming (GameFi),USDT,BingX,2024-09-20T22:35:50+00:00,None%,55903754835.0,9.55e-06,19735310,1566910,1e-05,8.09e-06,1.26e-06,15.20716,50.16322,111.37985,26.556,12.91617,-67.73066,-22.67626,1566910,2345409,13.48719
bingx,NEIROETH,Meme,USDT,BingX,2024-09-20T22:29:04+00:00,None%,4970496.61,0.086263,86288345,47166157,0.104457,0.085472,-0.0124212157289985,-12.58684,-49.01473,-37.36103,-39.07991,0.0,0.0,0.0,47166157,-12496035.2588667,-12.64981
bingx,BABYDOGE,Meme,USDT,BingX,2024-09-20T22:41:45+00:00,None%,110615894582321.34,2.005e-09,308524541,59816907,2.369e-09,1.962e-09,-3.17944517e-10,-13.68993,105.07405,126.28867,93.70293,47.35479,-15.807,89.62355,59816907,-47411224.035745,-13.32016
bingx,SLEEPLESSAI,Artificial Intelligence (AI),USDT,BingX,2024-09-20T22:32:19+00:00,None%,422541.26723,0.422853,55058326,30910363,0.454136,0.418662,-0.008501620897674,-1.97091,5.43394,20.36176,5.34096,-28.14205,-74.75992,0.0,30910363,-1266715.5711241,-2.24894
bingx,PEPECOIN,Meme,USDT,BingX,2024-09-20T22:31:30+00:00,None%,46236.686,3.28,385492327,5163674,3.29,3.11,0.074522,2.32578,37.86857,62.65045,50.9126,23.65622,309.29936,21617.93231,5163674,8680216,2.30359
bingx,SHITCOIN,Meme,USDT,BingX,2024-09-20T22:47:54+00:00,None%,2034121.52,0.00972261,702756,49329,0.01034856,0.00966546,-0.00059348685129664,-5.75302,-8.2351,7.06981,-30.69535,-37.65237,0.0,0.0,49329,-42819.953093875,-5.74321
bingx,SHARKCAT,Meme,USDT,BingX,2024-09-20T22:20:05+00:00,None%,123911.17103,0.01704273,16718101,1712442,0.01912353,0.0161232,0.00014433,0.85411,25.6663,34.1665,32.83037,-59.30824,0.0,0.0,1712442,104382,0.62829
bingx,HOPPY,Meme,USDT,BingX,2024-09-20T22:47:54+00:00,0.012762%,4398798424.0,7.593e-05,31957375,4321377,8.222e-05,6.463e-05,7.01414e-07,0.93233,18.87941,61.6703,84.61993,-23.44657,0.0,0.0,4321377,395944,1.25452
bingx,NPC,Meme,USDT,BingX,2024-09-20T22:48:53+00:00,0.54112%,14593726.2087,0.01772185,142608107,4087156,0.01771249,0.0158872,0.00065065,3.81139,8.28554,33.42591,-0.6471,-45.31312,1253.79248,11498.92801,4087156,5013704,3.64383
bingx,STRUMP,Meme,USDT,BingX,2024-09-20T22:47:55+00:00,0.579262%,12594125.0,0.00562936,13298944,690025,0.00622642,0.00540586,9.178e-05,1.65732,7.3089,12.55265,4.91088,-56.78,0.0,0.0,690025,345929,2.67065
bingx,GTAI,Artificial Intelligence (AI),USDT,BingX,2024-09-20T22:46:56+00:00,1.287129%,437987.293,0.51632,18592002,5186429,0.538823,0.472763,-0.021210568864099,-3.94593,20.21497,53.7533,24.58864,-37.34144,-85.85102,0.0,5186429,-698094.3691204,-3.61893
bingx,ASTO,"Artificial Intelligence (AI), Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",USDT,BingX,2024-09-20T23:15:02+00:00,0.818554%,11180117.65,0.00939621,7547925,3629407,0.01004591,0.00829019,-0.00058886527544609,-5.89746,-8.24159,-8.41619,-5.2208,-22.2002,-81.88998,-42.96874,3629407,-472960.99104053,-5.89662
bingx,AGI,Artificial Intelligence (AI),USDT,BingX,2024-09-20T23:17:54+00:00,0.876524%,678105.9,0.133186,147500105,5240899,0.135777,0.128318,0.00184458,1.40442,2.7128,22.88169,6.70708,-30.19918,-44.2207,177.17075,5240899,2299987,1.58401
bingx,FWOG,Meme,USDT,BingX,2024-09-20T23:17:59+00:00,1.940594%,854414.167157,0.070032,68313434,9554565,0.083077,0.06728,-0.0022502093426877,-3.11309,-28.68946,6.37484,424.43079,0.0,0.0,0.0,9554565,-2463791.7365438,-3.48105
bingx,NEIRO,Meme,USDT,BingX,2024-09-20T23:16:13+00:00,1.387%,5357252.0,0.00366978,3663322,5488616,0.00454612,0.00353462,-0.00065055880604912,-15.05806,-0.77603,-21.38985,16.78255,0.0,0.0,0.0,5488616,-650794.66500212,-15.08524
bingx,PUPS,Meme,USDT,BingX,2024-09-20T23:17:56+00:00,2.969166%,25201.936466,2.98,23255820,321710,3.22,2.61,0.282966,10.50605,18.59763,15.19912,-25.63764,-45.50345,224.37525,0.0,321710,2406860,11.54427
bingx,ANDY,Meme,USDT,BingX,2024-09-20T23:17:56+00:00,6.82983%,1702173847.969979,9.848e-05,98488168,4060990,0.00010891,8.418e-05,1.202e-05,13.90254,24.52851,84.33286,46.28917,-33.78525,0.0,0.0,4060990,11814297,13.63075
bingx,FACTR,Real World Assets (RWA),USDT,BingX,2024-09-20T23:17:54+00:00,2.446982%,1188557.278502,0.04373779,5128140,343386,0.0468079,0.0428657,-0.0029601384490193,-6.33891,1.46142,26.8542,2.27577,-36.04942,-26.6098,40.59818,343386,-310345.79709813,-5.70647
bingx,UDS,Gaming (GameFi),USDT,BingX,2024-09-20T23:16:12+00:00,5.434922%,57640.36,1.45,71939263,1669875,1.84,1.43,-0.31823824045958,-18.01409,-4.70861,8.21089,-5.88013,25.74828,0.0,0.0,1669875,-15746050.9260517,-17.95746
bingx,A8,Gaming (GameFi),USDT,BingX,2024-09-20T22:43:58+00:00,3.61991%,4231.6,0.084953,17227355,5278960,0.088101,0.083216,-0.0019437669536547,-2.23687,-12.87447,-1.94147,-16.54572,-64.5767,0.0,0.0,5278960,-431288.7732041,-2.44237
bingx,HABIBI,Meme,USDT,BingX,2024-09-20T23:14:07+00:00,9.566572%,3738153.01,0.01288778,12894629,224501,0.01294702,0.00997001,0.00254609,24.61964,23.26096,44.50005,-61.60153,-9.50212,0.0,0.0,224501,2578872,24.99935
bingx,LMWR,Artificial Intelligence (AI),USDT,BingX,2024-09-20T22:48:53+00:00,19.342643%,31403.611038,0.183258,54270989,4244856,0.192677,0.183403,-0.006892010486984001,-3.62451,-7.33725,-3.38815,-4.16893,-37.54049,-73.60464,103.53157,4244856,-2038656.0314513,-3.62044
bingx,NOS,Artificial Intelligence (AI),USDT,BingX,2024-09-20T21:45:58+00:00,15.561016%,2250.942,2.08,173761341,2447261,2.22,2.04,0.02977027,1.45127,5.10858,17.10853,49.60988,-25.77237,-60.28785,18232.7295,2447261,3006307,1.7606
bingx,VIA,"Artificial Intelligence (AI), AI Agents",USDT,BingX,2024-09-20T20:18:05+00:00,14.222874%,7776.952,0.057322,2407238,124921,0.061834,0.055943,-0.0038273746973168,-6.25907,0.54937,-8.19697,-28.0042,-51.91215,-96.65904,0.0,124921,-149682.70337686,-5.85402
bingx,CHAPZ,Artificial Intelligence (AI),USDT,BingX,2024-09-20T22:44:47+00:00,9.557945%,46754.0,0.00080351,1908569,223042,0.00082273,0.00076788,-6.861178468109e-06,-0.84667,-5.93283,-27.87652,-31.86416,-61.70065,-78.23678,0.0,223042,-14758.17850547,-0.76733
bingx,SUNWUKONG,Meme,USDT,BingX,2024-09-20T23:11:42+00:00,None%,7835486.971521,0.00911611,9117309,9100673,0.01015747,0.00864695,-0.00018834801667792,-2.02428,-9.53624,61.22832,0.0,0.0,0.0,0.0,9100673,-119284.59218122,-1.29143
bingx,SHARKCAT,Meme,USDT,BingX,2024-09-20T23:02:23+00:00,None%,124147.9162,0.01690001,16729632,1703970,0.01912353,0.0161232,6.579e-05,0.39084,24.61393,33.04295,31.71801,-59.64901,0.0,0.0,1703970,65970,0.39589
upbit,DOGE,"Meme, GMCI Meme Index",KRW,Upbit,2024-09-20T12:33:38+00:00,0.070323%,284156585.7446922,0.106357,15528786106,740871255,0.107092,0.10373,0.0013435,1.27936,1.68838,10.23143,2.42465,-23.38023,-34.63412,71.18471,740871255,201307276,1.31338
upbit,BIGTIME,Gaming (GameFi),KRW,Upbit,2024-09-20T12:31:22+00:00,0.055897%,425481119.57377285,0.133745,146148468,125367008,0.15511,0.131409,-0.01203106498275,-8.2531,24.21509,74.96701,71.34237,26.66253,-72.92209,0.0,125367008,-12839559.321796,-8.0758
upbit,IQ,Artificial Intelligence (AI),KRW,Upbit,2024-09-20T12:33:18+00:00,0.013349%,845660633.2618304,0.00549386,103004452,10507143,0.00556464,0.00504311,0.0004398,8.7019,14.83147,21.81272,8.44647,-16.27297,-40.35113,20.2316,10507143,7372279,7.70899
upbit,NEAR,Artificial Intelligence (AI),KRW,Upbit,2024-09-20T12:31:00+00:00,0.050134%,3510077.93037687,4.47,4953874733,436355917,4.52,4.27,-0.003953715822600001,-0.08833,7.63606,23.02516,9.77124,-27.40024,-1.68985,302.68812,436355917,-8406841.57376,-0.16941
upbit,SHIB,"Meme, GMCI Meme Index",KRW,Upbit,2024-09-20T12:31:05+00:00,0.156006%,2229994357868.3037,1.437e-05,8474209408,395832252,1.457e-05,1.392e-05,1.57916e-07,1.111,6.38931,8.75689,5.32166,-19.24733,-45.0786,96.70653,395832252,83324486,0.99304
upbit,AXS,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",KRW,Upbit,2024-09-20T12:33:39+00:00,0.015031%,367941.07729907,4.97,745330303,33610174,5.05,4.86,0.09703,1.99076,6.46635,12.47365,3.92382,-20.46997,-53.64053,10.12533,33610174,13091854,1.78792
upbit,ONDO,"Real World Assets (RWA), RWA Protocol",KRW,Upbit,2024-09-20T12:31:16+00:00,0.183546%,45142056.41769982,0.690649,998351076,475389479,0.713447,0.640326,0.03979212,6.1138,9.57087,19.68055,3.55467,-34.92449,36.59471,0.0,475389479,57468487,6.10793
upbit,WAXP,Gaming (GameFi),KRW,Upbit,2024-09-20T12:33:24+00:00,0.044189%,120357083.46177629,0.03387038,118289082,15183804,0.03436184,0.03143102,0.00243935,7.76098,8.64068,13.92002,3.08346,-19.12317,-59.57234,-17.43154,15183804,8183493,7.43241
upbit,BEAM,Gaming (GameFi),KRW,Upbit,2024-09-20T12:31:14+00:00,0.228415%,1291162302.5923617,0.01646369,841722215,50910222,0.01744148,0.01597028,-0.0004582897941534,-2.70825,18.164,37.71755,20.15627,-17.0902,-52.81831,0.0,50910222,-20634691.726066,-2.39283
upbit,GMT,"Gaming (GameFi), Gaming Governance Token",KRW,Upbit,2024-09-20T12:31:03+00:00,0.108755%,33198762.1348074,0.137467,338199349,40717275,0.138919,0.129732,0.00773317,5.9608,2.40098,20.66426,19.48308,-12.25765,-56.94418,-11.14381,40717275,19302625,6.05294
upbit,POLYX,Real World Assets (RWA),KRW,Upbit,2024-09-20T12:31:03+00:00,0.178678%,57747407.71372308,0.25091,273635031,50332385,0.25992,0.233886,0.01702446,7.27896,13.17577,22.19291,20.3356,-10.67482,6.35185,123.33975,50332385,18799822,7.37725
upbit,SAND,"Gaming (GameFi), Metaverse, Gaming Utility Token",KRW,Upbit,2024-09-20T12:33:37+00:00,0.082237%,9795180.2810223,0.273011,638448736,40501197,0.275748,0.264098,0.00850864,3.21684,6.44876,12.53499,4.14667,-19.00158,-60.43865,-8.29077,40501197,20621596,3.33776
upbit,AKT,Artificial Intelligence (AI),KRW,Upbit,2024-09-20T12:31:12+00:00,0.111857%,1640606.8994967,2.69,666038877,10957815,2.76,2.6,0.03405607,1.28416,10.09535,20.47664,9.80663,-25.40793,-39.9096,216.28878,10957815,9866352,1.50362
upbit,GRT,Artificial Intelligence (AI),KRW,Upbit,2024-09-20T12:31:07+00:00,0.186741%,29037102.94827454,0.160663,1535046614,67697233,0.163287,0.151028,0.00678214,4.40739,11.01179,19.78273,12.11186,-24.24153,-48.73537,79.95686,67697233,66733241,4.54489
upbit,IMX,Gaming (GameFi),KRW,Upbit,2024-09-20T12:31:08+00:00,0.233863%,5255529.86912025,1.59,2563815696,112533003,1.62,1.46,0.129108,8.81037,30.08508,34.02414,36.61813,-0.83397,-50.34549,194.76939,112533003,213638999,9.09034
upbit,PENDLE,Real World Assets (RWA),KRW,Upbit,2024-09-20T12:31:19+00:00,0.246812%,1212149.87307434,3.73,593775402,147261844,3.76,3.35,0.268834,7.76403,11.12862,38.83511,35.48643,-11.70482,15.93262,478.27323,147261844,44375522,8.07709
upbit,GLM,Artificial Intelligence (AI),KRW,Upbit,2024-09-20T12:33:34+00:00,0.260911%,27794445.20819391,0.314729,315981154,29841083,0.320393,0.287735,0.02699424,9.38164,14.75936,16.11476,4.1262,-9.48217,-52.52742,76.88687,29841083,27831677,9.65876
upbit,CHR,"Gaming (GameFi), Metaverse, Real World Assets (RWA)",BTC,Upbit,2024-09-20T13:01:31+00:00,0.943396%,125928.74380326,0.198936,165632763,18189401,0.207424,0.194851,-0.000880822618154,-0.44082,7.5497,11.57624,11.35263,-21.65758,-49.61521,102.5927,18189401,75372,0.04553
upbit,MAGIC,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",BTC,Upbit,2024-09-20T12:42:45+00:00,0.509338%,165376.1455846,0.368174,98745044,23582726,0.380665,0.358344,0.00225247,0.61556,3.87531,12.82564,5.66198,-31.3266,-72.99275,-21.27164,23582726,989761,1.01249
upbit,RENDER,"Artificial Intelligence (AI), Metaverse",BTC,Upbit,2024-09-20T12:54:00+00:00,0.452327%,18343.09337377,5.24,2062685541,353932188,5.45,5.05,0.074786,1.44892,4.00523,10.93186,16.22753,-24.02379,-30.45463,229.36018,353932188,37713031,1.8624
upbit,BIGTIME,Gaming (GameFi),BTC,Upbit,2024-09-20T12:10:52+00:00,1.408451%,315380.67654965,0.133049,146096289,124581995,0.15511,0.131409,-0.012029346190089,-8.2916,23.5688,74.19064,70.72115,24.85744,-73.31379,0.0,124581995,-12635803.381388,-7.96046
upbit,YGG,"Gaming (GameFi), Metaverse",BTC,Upbit,2024-09-20T13:01:43+00:00,0.956284%,165850.61543374,0.453177,175558341,93676591,0.472776,0.432637,0.01531863,3.49853,17.64247,22.86325,17.39988,-14.51235,-32.27736,118.96033,93676591,6289717,3.71582
upbit,RLC,Artificial Intelligence (AI),BTC,Upbit,2024-09-20T12:59:06+00:00,1.086113%,7094.13572074,1.61,116255116,7187303,1.64,1.55,0.052925,3.40616,10.13014,10.54308,0.22821,-19.76631,-57.18534,57.23893,7187303,3783579,3.36403
upbit,OAS,Gaming (GameFi),BTC,Upbit,2024-09-20T13:01:57+00:00,1.5625%,7854997.25301279,0.03990672,74098322,3453783,0.04082484,0.03934898,0.0003613,0.91363,-0.17641,-5.1587,32.3858,-8.40865,-68.07441,-12.39949,3453783,625421,0.85123
upbit,NMR,Artificial Intelligence (AI),BTC,Upbit,2024-09-20T13:04:09+00:00,0.906645%,1296.88357037,15.08,110669417,6988810,15.61,14.7,0.31301,2.11946,2.1254,11.64598,-4.58955,-1.82893,-56.17563,19.07928,6988810,2429633,2.24468
upbit,ENJ,"Gaming (GameFi), Metaverse",BTC,Upbit,2024-09-20T12:16:16+00:00,1.25%,10618.59651738,0.150566,260250673,16560169,0.156288,0.147543,0.00094586,0.63217,5.64027,8.99586,6.94637,-25.7016,-73.0559,-34.02886,16560169,1891008,0.73193
upbit,ONDO,"Real World Assets (RWA), RWA Protocol",BTC,Upbit,2024-09-20T12:56:53+00:00,2.0%,4307.04743789,0.683335,981955006,476367391,0.713447,0.640326,0.02439758,3.70257,8.67568,18.41306,1.97999,-35.77354,35.42512,0.0,476367391,33360404,3.51682
upbit,WAXP,Gaming (GameFi),BTC,Upbit,2024-09-20T12:42:22+00:00,1.851852%,100252.73783255,0.03348136,117080042,15006995,0.03436184,0.03157757,0.0018241,5.76202,7.3929,12.61161,1.8995,-20.41541,-60.28239,-18.74748,15006995,6652404,6.02422
upbit,OCEAN,Artificial Intelligence (AI),BTC,Upbit,2024-09-20T12:50:41+00:00,3.090909%,103422.51558048,0.684665,230230215,5533504,0.702174,0.638844,0.01859619,2.79193,20.18961,42.669,76.54909,10.58926,-37.29323,111.91373,5533504,5358627,2.38297
upbit,HIFI,Real World Assets (RWA),KRW,Upbit,2024-09-20T13:04:48+00:00,0.146028%,107079598.61896081,0.507714,70668569,87119993,0.527322,0.454054,0.051211,11.2181,15.34999,23.41871,13.09728,0.49078,-33.24755,-35.92415,87119993,7546105,11.95471
upbit,MEW,Meme,BTC,Upbit,2024-09-20T13:05:06+00:00,11.111111%,401482782.4986264,0.00538612,478864236,177936906,0.00581768,0.00515195,0.00011133,2.11065,28.86343,29.86291,15.53697,-33.72437,0.0,0.0,177936906,4462803,0.94072
upbit,DOGE,"Meme, GMCI Meme Index",BTC,Upbit,2024-09-20T11:24:29+00:00,1.190476%,104318.37070327,0.105185,15359119300,745469163,0.107092,0.10373,0.00035155,0.33535,0.42276,7.97923,1.26535,-24.65248,-34.98945,69.42238,745469163,13725073,0.08944
upbit,POLYX,Real World Assets (RWA),BTC,Upbit,2024-09-20T12:45:47+00:00,1.758794%,5530.72786958,0.247362,269604695,50641218,0.25992,0.235652,0.01102004,4.66274,11.63543,20.46506,18.63401,-12.84715,3.41856,114.12283,50641218,11714216,4.54232
upbit,GRT,Artificial Intelligence (AI),BTC,Upbit,2024-09-20T11:27:33+00:00,1.568627%,24953.81096813,0.158647,1518698226,67751250,0.163287,0.151028,0.00362197,2.33638,10.39645,14.98985,10.74001,-25.4724,-49.46427,78.67594,67751250,34672442,2.33638
upbit,PEPE,"Meme, GMCI Meme Index",USDT,Upbit,2024-09-20T13:27:00+00:00,0.981595%,12252802508.019466,8.08e-06,3413570154,1777276481,8.48e-06,7.74e-06,1.04989e-07,1.31572,10.04954,12.0304,5.34482,-34.47492,8.46987,1197.83182,1777276481,57388174,1.70992
upbit,CTC,Real World Assets (RWA),BTC,Upbit,2024-09-20T11:56:38+00:00,2.668539%,1028.35937129,0.438691,163383467,9062387,0.450537,0.425304,0.00853971,1.98528,5.48657,13.37352,6.27792,-16.75736,-30.10753,204.06988,9062387,3042527,1.89754
upbit,DOGE,"Meme, GMCI Meme Index",USDT,Upbit,2024-09-20T07:50:16+00:00,2.539981%,6089.79600486,0.10507,15359119300,745095281,0.107092,0.10373,7.207e-05,0.06864,0.31283,7.86103,1.1545,-24.73495,-35.06062,69.23693,745095281,13725073,0.08944
upbit,MANA,Metaverse,BTC,Upbit,2024-09-20T09:01:20+00:00,1.898734%,2104.64248319,0.294854,551972144,41146108,0.300488,0.288415,0.00603377,2.08911,7.47425,12.58508,8.26419,-16.29856,-57.10592,0.76914,41146108,12355488,2.28968
upbit,AHT,Meme,BTC,Upbit,2024-09-20T11:43:25+00:00,12.5%,27572.07623084,0.00457535,25500354,3105928,0.00469933,0.00438778,0.00018533,4.22164,9.35463,12.49172,2.55092,-4.39871,-55.4601,-33.28883,3105928,1213438,4.99626
upbit,OAS,Gaming (GameFi),BTC,Upbit,2024-09-20T13:32:55+00:00,1.5625%,7611037.70887387,0.03955614,73508908,2819430,0.04082484,0.03934898,-1.22965396992e-05,-0.03108,-1.05338,-5.99189,30.70089,-9.21329,-68.35488,-13.16907,2819430,-268383.8866399,-0.36378
upbit,BIGTIME,Gaming (GameFi),BTC,Upbit,2024-09-20T13:20:57+00:00,0.934579%,312715.83596745,0.134957,147447831,125403099,0.15511,0.131409,-0.007823100514519002,-5.47912,28.72573,76.68823,74.65824,26.64767,-72.93116,0.0,125403099,-8761611.056654,-5.60889
upbit,GMT,"Gaming (GameFi), Gaming Governance Token",BTC,Upbit,2024-09-20T06:48:44+00:00,0.925926%,618.66777817,0.134493,331568996,41639177,0.138919,0.129732,0.00436802,3.35678,0.63934,16.80077,15.89488,-14.96633,-58.1327,-12.64229,41639177,10538867,3.28283
upbit,MEW,Meme,USDT,Upbit,2024-09-20T13:33:04+00:00,3.382084%,61063457.74154756,0.00536765,476417134,176363094,0.00581768,0.00515195,0.00016366,3.14484,28.25743,30.07715,16.47249,-33.95165,0.0,0.0,176363094,7823153,1.66949
upbit,AKT,Artificial Intelligence (AI),BTC,Upbit,2024-09-20T13:07:53+00:00,6.57277%,2083.96603439,2.62,647908919,11061761,2.76,2.6,-0.01213912925671,-0.46041,7.71997,14.32934,7.59029,-28.58372,-41.39474,208.78862,11061761,-8670144.652221,-1.3205
upbit,BRETT,Meme,USDT,Upbit,2024-09-20T13:27:00+00:00,4.213516%,157315.10556757,0.081141,804369630,41839336,0.08648,0.080347,-0.0006449627753577,-0.7886,2.82439,15.63069,-8.07814,-43.8909,1558.90581,0.0,41839336,-10669222.515998,-1.30904
upbit,RSR,Real World Assets (RWA),BTC,Upbit,2024-09-20T13:32:32+00:00,9.090909%,1232411.56124855,0.00678125,348265496,31826402,0.00693682,0.00643156,0.00010761,1.61247,24.85773,36.16206,23.25665,13.75024,53.66986,269.00712,31826402,4069865,1.18243
upbit,MKR,RWA Protocol,BTC,Upbit,2024-09-20T12:22:26+00:00,1.479283%,6.24514206,1543.91,1359679458,95884816,1584.24,1503.93,1.94,0.12569,-3.43977,-5.43442,-20.79884,-45.6777,-26.74291,17.921,95884816,-4065640.64751,-0.29812
upbit,NEAR,Artificial Intelligence (AI),BTC,Upbit,2024-09-20T11:41:28+00:00,2.864436%,845.62679255,4.39,4853737330,424530435,4.52,4.27,-0.07023804843021,-1.57627,5.83665,16.24529,7.42924,-28.83841,-3.94149,296.83646,424530435,-70190828.00955,-1.4255
upbit,ENJ,"Gaming (GameFi), Metaverse",BTC,Upbit,2024-09-20T12:16:16+00:00,1.659751%,10618.59651738,0.150187,259264338,16313927,0.156288,0.147543,0.00130704,0.87791,5.37454,8.7217,9.0985,-25.88849,-73.12368,-34.19481,16313927,2160257,0.84023
upbit,GLM,Artificial Intelligence (AI),BTC,Upbit,2024-09-20T08:35:32+00:00,3.578529%,450.9163113,0.308835,309012318,29918171,0.320393,0.291173,0.01766295,6.06615,12.40279,13.58377,2.61433,-11.73319,-53.41639,73.57449,29918171,18362771,6.31784
upbit,ONDO,"Real World Assets (RWA), RWA Protocol",BTC,Upbit,2024-09-20T12:56:53+00:00,2.181818%,4307.04743789,0.67993,980498206,484843960,0.713447,0.640326,0.02532058,3.86804,8.13427,14.41621,1.47193,-36.09351,34.75045,0.0,484843960,43135358,4.60178
upbit,BEAM,Gaming (GameFi),BTC,Upbit,2024-09-20T08:54:41+00:00,3.846154%,4745.27965798,0.01615345,826658379,45247206,0.01744148,0.01597028,-0.0007990834054764,-4.71365,16.23474,31.43583,18.77042,-18.34186,-53.84721,0.0,45247206,-38213800.42328,-4.41843
upbit,IQ,Artificial Intelligence (AI),BTC,Upbit,2024-09-20T12:45:39+00:00,11.111111%,1432358.95591765,0.00548484,103392462,20242370,0.005723,0.00509719,0.00035911,7.00609,15.05402,20.39765,8.24348,-16.47923,-42.33736,18.95499,20242370,6876510,7.12474
upbit,HIFI,Real World Assets (RWA),BTC,Upbit,2024-09-20T10:35:45+00:00,5.710814%,17493.27464972,0.502191,70011555,87357749,0.527322,0.456692,0.0416027,9.03252,13.89819,21.2805,12.2348,-0.60237,-33.66024,-36.18438,87357749,6134253,9.60318
upbit,BIGTIME,Gaming (GameFi),USDT,Upbit,2024-09-20T13:57:55+00:00,24.444444%,16461.97640519,0.13514,147557987,124409325,0.15511,0.131409,-0.008717488931150002,-6.05979,28.90053,76.92816,74.89542,26.81965,-71.93532,0.0,124409325,-9250253.584745,-5.89909
upbit,AKT,Artificial Intelligence (AI),USDT,Upbit,2024-09-20T11:53:51+00:00,10.859568%,270.64680394,2.62,647677510,10877041,2.76,2.6,-0.0304331085952,-1.14957,7.41105,15.68853,7.28174,-27.448,-41.30699,206.15257,10877041,-7026301.972323,-1.0732
upbit,BEAM,Gaming (GameFi),USDT,Upbit,2024-09-20T08:36:33+00:00,13.055403%,20159.9551718,0.01611615,827195895,38821492,0.01723304,0.01597028,-0.0010017424115338,-5.85202,15.96636,34.64208,15.67677,-17.28752,-54.02543,0.0,38821492,-55011877.569029,-6.23571
upbit,AXS,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",BTC,Upbit,2024-09-20T13:01:35+00:00,5.127241%,10.14580113,4.9,734858577,35478555,5.05,4.86,-0.01538784355487,-0.31316,4.61765,10.55631,2.56568,-22.27709,-53.65535,8.60707,35478555,-2911373.29213,-0.39462
upbit,PENDLE,Real World Assets (RWA),BTC,Upbit,2024-09-19T11:06:59+00:00,6.271952%,548.91630318,3.57,571324843,163001312,3.76,3.35,0.11603,3.35712,5.94378,31.14332,29.0355,-14.6105,12.61752,448.49574,163001312,23728231,4.33316
upbit,ONDO,"Real World Assets (RWA), RWA Protocol",USDT,Upbit,2024-09-18T09:59:58+00:00,21.541476%,757.27084908,0.674849,976762127,469665705,0.713447,0.640326,0.01898947,2.89536,6.89882,16.1405,-0.62991,-35.73049,34.77751,0.0,469665705,30746509,3.25011
upbit,OAS,Gaming (GameFi),USDT,Upbit,2024-09-20T01:31:03+00:00,24.78%,26.53850435,0.03971672,73715718,3427369,0.04082484,0.03934898,1.722e-05,0.04338,-0.00378,-5.65108,31.23149,-8.30065,-68.42241,-13.4558,3427369,52959,0.07189
upbit,SAND,"Gaming (GameFi), Metaverse, Gaming Utility Token",BTC,Upbit,2024-09-20T02:10:28+00:00,2.304147%,3938.90678601,0.267784,625557581,50352394,0.275748,0.264762,0.0008221,0.30795,4.17872,9.84979,1.23547,-20.51597,-61.22114,-10.46362,50352394,2517470,0.40406
gemini,PEPE,"Meme, GMCI Meme Index",USD,Gemini,2024-09-20T23:18:03+00:00,0.036756%,111495616673.79207,8.17e-06,3446249859,1461267848,8.48e-06,7.74e-06,1.71362e-07,2.1412,3.16972,24.04993,2.88922,-31.3833,12.89316,1204.91579,1461267848,76756699,2.27799
gemini,DOGE,"Meme, GMCI Meme Index",USD,Gemini,2024-09-20T23:15:57+00:00,0.104335%,2291816.453746,0.105412,15401499399,657038272,0.107088,0.10373,-0.000105468331142,-0.09995,-1.518,14.86253,-0.75244,-23.97112,-41.37642,68.37215,657038272,11823105,0.07682
gemini,MKR,RWA Protocol,USD,Gemini,2024-09-20T23:18:03+00:00,0.081334%,8.007361,1511.13,1334887511,111315595,1584.24,1503.93,-18.41442671282,-1.20391,-7.42345,-0.53271,-25.96787,-43.98673,-28.38795,12.52817,111315595,-15171021.00515,-1.12373
gemini,PAXG,Real World Assets (RWA),USD,Gemini,2024-09-20T22:51:10+00:00,0.291772%,7.34050161,2621.91,501089389,16022152,2633.36,2585.03,31.54,1.2176,1.80555,4.86553,4.58017,9.65004,26.5442,36.41342,16022152,6923564,1.40106
gemini,DOGE,"Meme, GMCI Meme Index",ETH,Gemini,2024-09-20T22:58:53+00:00,0.096595%,145576.79228941,0.105418,15401499399,656902103,0.107088,0.10373,-3.272119488e-06,-0.0031,-1.51288,14.86851,-0.74727,-23.96717,-41.37337,68.38092,656902103,11823105,0.07682
