Exchange,Token,Categories,Trading Pair,Market,Last Traded At,Bid/Ask Spread Percentage,Volume,Current Price (USD),Market Cap (USD),Total Volume (USD),"High (24h, USD)","Low (24h, USD)","Price Change (24h, USD)",Price Change Percentage (24h),Price Change Percentage (7d),Price Change Percentage (14d),Price Change Percentage (30d),Price Change Percentage (60d),Price Change Percentage (200d),Price Change Percentage (1y),Trading Volume (24h),Market Cap Change (24h),Market Cap Change Percentage (24h)
kucoin,WEN,Meme,USDT,KuCoin,2024-09-20T02:11:11+00:00,0.217865%,1673977318.8499,9.178e-05,66785471,8072535,9.715e-05,8.802e-05,3.76e-06,4.27317,3.80784,9.1646,16.15463,-44.55552,-71.63907,0.0,8072535,2942384,4.60877
kucoin,VOXEL,"Gaming (GameFi), Gaming Utility Token",USDT,KuCoin,2024-09-20T02:09:20+00:00,0.302847%,164713.7437,0.164965,31842762,13960615,0.169657,0.162862,-0.001624616406883,-0.97522,-0.3476,13.71732,-22.99645,-4.6217,-48.86298,25.25876,13960615,-222143.0368602,-0.69279
kucoin,NEIRO,Meme,USDT,KuCoin,2024-09-20T02:11:12+00:00,0.5%,27986406.79966321,0.100322,100024065,103797369,0.121805,0.096319,-0.001889988981424,-1.84909,-38.07047,47.63917,-24.40253,0.0,0.0,0.0,103797369,-4830480.497424,-4.60684
kucoin,GODS,"Gaming (GameFi), Gaming Governance Token",USDT,KuCoin,2024-09-20T02:09:19+00:00,0.105042%,102355.1538,0.19034,60406469,1763469,0.193634,0.186808,0.00353234,1.8909,13.79991,17.57723,-2.53172,-41.59344,-51.92425,14.71184,1763469,1121027,1.8909
kucoin,CHR,"Gaming (GameFi), Metaverse, Real World Assets (RWA)",USDT,KuCoin,2024-09-20T02:10:10+00:00,0.304105%,685850.69,0.19761,164413901,20002172,0.206252,0.194851,-0.002902028542272,-1.44731,5.26624,12.82097,11.10996,-27.59701,-49.26757,96.27812,20002172,-2396679.944151,-1.43677
kucoin,OORT,"Artificial Intelligence (AI), AI Agents",USDT,KuCoin,2024-09-20T02:07:33+00:00,0.343432%,248915.0,0.08118,17591306,832947,0.083747,0.080343,-0.0025302588438705,-3.02263,-9.94807,-1.26505,-17.9031,-46.80259,-90.41957,0.0,832947,-266038.2274866,-1.4898
kucoin,KARRAT,"Gaming (GameFi), Gaming Governance Token",USDT,KuCoin,2024-09-20T02:07:33+00:00,0.365935%,155288.19,0.299547,34862981,717449,0.307751,0.273911,0.02358637,8.547,-2.13589,-0.55808,-17.35285,-51.94643,0.0,0.0,717449,2747659,8.5556
kucoin,XAI,Gaming (GameFi),USDT,KuCoin,2024-09-20T02:11:11+00:00,0.492611%,497359.78,0.202667,117419182,46902152,0.208787,0.196117,0.00559036,2.83664,7.4285,12.44807,-1.96958,-46.82428,-84.59867,0.0,46902152,3494419,3.0673
kucoin,AIOZ,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:11:05+00:00,0.369117%,1355083.87604863,0.422617,473821382,6007719,0.444315,0.383969,0.03835689,9.982,6.44859,12.73847,-2.78762,-24.63444,48.04175,3436.88297,6007719,43515936,10.1128
kucoin,TLM,"Gaming (GameFi), Gaming Governance Token",USDT,KuCoin,2024-09-20T02:09:17+00:00,0.091659%,4344254.2541,0.01086923,50252739,8776085,0.01116913,0.01075999,7.223e-05,0.66901,1.75409,7.01174,-14.61522,-17.91064,-61.46695,7.30961,8776085,442279,0.88792
kucoin,BCUT,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:11:11+00:00,0.24077%,862906.5846,0.02487639,6375052,546427,0.02509031,0.02358217,0.00129414,5.48778,6.54188,5.00006,-10.88241,-46.41914,-92.73742,0.0,546427,332804,5.50794
kucoin,NEAR,Artificial Intelligence (AI),BTC,KuCoin,2024-09-20T02:03:27+00:00,0.189864%,6207.4071,4.3,4758667831,416079894,4.57,4.27,-0.20118808252399,-4.47028,1.22964,14.64981,7.32307,-32.27121,-7.62323,280.82259,416079894,-213680271.92543,-4.29737
kucoin,PHA,"Artificial Intelligence (AI), AI Agents",USDT,KuCoin,2024-09-20T02:11:04+00:00,0.182648%,895294.9466,0.10963,82250215,12281224,0.112783,0.105934,0.00265818,2.48493,1.86851,3.90058,4.57951,-19.67688,-35.24748,14.35592,12281224,1945284,2.42237
kucoin,SDAO,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:11:06+00:00,0.272944%,187203.7904,0.292925,26550344,460042,0.325492,0.291106,-0.021505184465581,-6.83942,8.84876,11.12538,10.84651,-15.37875,-62.56789,-25.98186,460042,-1899774.4581533,-6.67756
kucoin,NUM,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:11:07+00:00,0.047348%,1111446.2675,0.04213504,28474440,631227,0.04367728,0.0403385,0.00169768,4.19829,-5.27537,9.14182,1.85301,-24.76902,-77.06928,103.01673,631227,1119127,4.09108
kucoin,VXV,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:09:18+00:00,0.079177%,95005.3028,0.380235,14438270,49506,0.403416,0.374389,-0.01509867405479,-3.81922,-5.14969,0.71584,4.71307,-3.78094,-48.45414,77.04638,49506,-567102.979494,-3.77933
kucoin,FURY,Gaming (GameFi),USDT,KuCoin,2024-09-20T02:11:12+00:00,0.077519%,1461190.48,0.129086,1278098,2878232,0.130594,0.127259,-8.5297642586e-05,-0.06603,-10.77497,-22.8104,-35.12773,-42.66585,0.0,0.0,2878232,-482.50268035,-0.03774
kucoin,FORT,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T01:51:02+00:00,0.161031%,289776.0614,0.123903,57995062,353591,0.124982,0.120663,0.00323995,2.68511,0.66718,3.25539,3.2449,-24.04392,-41.36869,7.35712,353591,1588335,2.81586
kucoin,MYRIA,Gaming (GameFi),USDT,KuCoin,2024-09-20T02:11:10+00:00,0.166528%,76613568.4552,0.00240112,54508894,1454312,0.00257235,0.00235099,-8.303654294308e-05,-3.34265,-6.04061,18.10674,2.05165,-29.27663,-82.14749,50.25686,1454312,-1907468.9105643,-3.38106
kucoin,POND,Artificial Intelligence (AI),BTC,KuCoin,2024-09-20T02:09:19+00:00,0.281822%,569323.2865,0.01335475,107995339,5493497,0.01347921,0.01274298,0.00060365,4.73411,4.76374,7.3558,-8.02684,-31.40784,-45.06801,61.60651,5493497,4872376,4.72482
kucoin,NEAR,Artificial Intelligence (AI),USDC,KuCoin,2024-09-20T02:09:20+00:00,0.162375%,14572.1847,4.31,4770502897,415366258,4.57,4.27,-0.176618820556,-3.93601,1.49472,14.95003,7.60411,-32.09386,-7.38134,281.81982,415366258,-197706694.28808,-3.97944
kucoin,DYP,"Gaming (GameFi), Metaverse",USDT,KuCoin,2024-09-20T02:41:11+00:00,0.117832%,2894633.9748,0.02544295,2540894,249622,0.0254641,0.02303556,0.00157638,6.60496,9.37939,10.02148,6.28527,-23.21758,-31.31361,0.0,249622,181484,7.69193
kucoin,CUDOS,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:41:11+00:00,0.186104%,26331960.9124,0.00966441,70829700,1052230,0.01049754,0.00933857,0.00032583,3.48911,23.18555,8.80622,17.84298,-4.16639,-63.12096,223.82653,1052230,2566349,3.75948
kucoin,ISP,"Artificial Intelligence (AI), Gaming (GameFi)",USDT,KuCoin,2024-09-20T02:39:24+00:00,0.074659%,146988056.5175,0.00093707,2818052,536614,0.00094089,0.00081284,0.00011047,13.36492,2.44202,30.41615,5.34533,-29.97819,-50.65259,106.64163,536614,343799,13.89508
kucoin,CSIX,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:41:15+00:00,0.231214%,42855655.4968,0.01721088,6815698,5692405,0.01912274,0.01667844,-0.0015438493102313,-8.23179,14.84605,1.76342,-27.47912,-49.24602,-79.99887,2.87185,5692405,-571775.30523289,-7.7398
kucoin,GLQ,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:39:21+00:00,0.301659%,5928688.13,0.066188,22503886,1169450,0.071395,0.063333,0.00285519,4.50823,15.49074,60.16099,28.66359,-1.29385,-12.19514,1620.75877,1169450,823728,3.79946
kucoin,PHA,"Artificial Intelligence (AI), AI Agents",USDT,KuCoin,2024-09-20T02:39:21+00:00,0.273473%,900830.3033,0.109855,82543144,12306408,0.112783,0.105934,0.00295807,2.76721,1.88533,4.11392,3.33423,-19.51195,-35.11452,14.59073,12306408,2407257,3.00397
kucoin,PBUX,Gaming (GameFi),USDT,KuCoin,2024-09-20T02:41:18+00:00,0.043459%,4003962.4,0.02304652,0.0,3280904,0.02323814,0.02198372,0.00063468,2.83188,-12.5048,-13.52948,-33.31489,-49.15828,0.0,0.0,3280904,0.0,0.0
kucoin,OORT,"Artificial Intelligence (AI), AI Agents",USDT,KuCoin,2024-09-20T02:26:24+00:00,0.367963%,248747.8,0.081517,17589121,797924,0.083745,0.080343,-0.00200378553634,-2.39915,-9.57477,-0.85576,-17.56278,-46.58207,-90.37985,0.0,797924,-359449.4501348,-2.00266
kucoin,KARRAT,"Gaming (GameFi), Gaming Governance Token",USDT,KuCoin,2024-09-20T02:37:24+00:00,0.715215%,158573.55,0.305252,35526978,837476,0.307751,0.273911,0.0293271,10.62864,-0.55942,0.75821,-16.67686,-51.03121,0.0,0.0,837476,3436893,10.71014
kucoin,BLZ,Gaming (GameFi),USDT,KuCoin,2024-09-20T02:41:15+00:00,0.407521%,694432.2559,0.139555,60707407,26204324,0.151227,0.138438,-0.00412468100247,-2.87074,11.12728,21.48799,0.09526,-28.55242,-61.58628,-36.17213,26204324,-1939957.0373662,-3.09663
kucoin,ICP,Artificial Intelligence (AI),BTC,KuCoin,2024-09-20T02:39:21+00:00,0.313725%,4603.0259,8.01,3772919355,124038728,8.4,7.94,-0.31948030556043,-3.83419,-5.46267,10.21794,9.98097,-23.89511,-39.21713,164.01609,124038728,-148563882.38936,-3.78846
kucoin,PRCL,"Real World Assets (RWA), RWA Protocol",USDT,KuCoin,2024-09-20T02:41:17+00:00,0.497512%,1029915.21961181,0.201256,27145811,26949266,0.223607,0.183909,0.01051578,5.51316,46.27064,56.19418,28.08474,-20.72786,0.0,0.0,26949266,1435182,5.58206
kucoin,RIO,Real World Assets (RWA),USDT,KuCoin,2024-09-20T02:41:18+00:00,0.321888%,712425.79,0.933821,0.0,8108556,0.978724,0.817846,0.109048,13.22162,24.50821,55.58211,11.43576,-34.78624,4.48058,364.34404,8108556,0.0,0.0
kucoin,VXV,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:33:19+00:00,0.158103%,95088.6334,0.380292,14448119,49518,0.403416,0.374389,-0.014944721480718,-3.7812,-4.87735,0.73098,2.00429,-3.76648,-48.44639,77.073,49518,-559118.0025867,-3.72566
kucoin,BURGER,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",USDT,KuCoin,2024-09-20T02:39:24+00:00,0.221828%,668625.1728,0.447549,14893887,31110798,0.47788,0.405652,0.02996599,7.17605,12.3752,8.46718,9.37203,6.60054,-43.29451,35.75215,31110798,1035143,7.46924
kucoin,HIGH,Metaverse,USDT,KuCoin,2024-09-20T02:37:20+00:00,0.219138%,26342.8584,1.36,0.0,10746900,1.4,1.34,-0.01491799401409,-1.08125,3.54139,9.01246,-6.29726,-29.25378,-35.81895,-3.07165,10746900,0.0,0.0
kucoin,FET,"Artificial Intelligence (AI), AI Agents",BTC,KuCoin,2024-09-20T02:41:09+00:00,0.596043%,63561.2503,1.49,3743079029,514508594,1.57,1.47,-0.007368485706680001,-0.49324,8.66421,37.09761,69.85039,1.77322,-15.17319,531.73296,514508594,-24304426.00449,-0.64513
kucoin,MANEKI,Meme,USDT,KuCoin,2024-09-20T02:41:18+00:00,0.328947%,71862501.5,0.00607153,53175778,13675194,0.00662822,0.00571229,8.587e-05,1.43462,8.75148,31.20283,65.21989,-33.77243,0.0,0.0,13675194,716169,1.36518
kucoin,POND,Artificial Intelligence (AI),BTC,KuCoin,2024-09-20T02:35:20+00:00,0.470146%,569092.0443,0.01339714,108323409,5525655,0.01347921,0.01275622,0.00063517,4.97705,5.09622,7.69652,-7.73494,-31.19016,-44.89367,62.11939,5525655,5177612,5.0197
kucoin,POLYX,Real World Assets (RWA),USDT,KuCoin,2024-09-20T02:39:29+00:00,0.28363%,312092.3647,0.245635,267648900,26254122,0.248069,0.231239,0.0115905,4.95227,9.54957,21.23381,16.91881,-14.458,7.85686,114.50583,26254122,12557945,4.92293
kucoin,MYRIA,Gaming (GameFi),USDT,KuCoin,2024-09-20T02:41:16+00:00,0.250417%,76025078.9189,0.00240029,54544581,1200589,0.00257235,0.00235099,-5.888857031083e-05,-2.39465,-6.0731,18.0659,2.01636,-29.30109,-82.15366,50.2049,1200589,-1289435.9712829,-2.30941
kucoin,AITECH,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:41:17+00:00,0.164079%,1711789.74,0.079305,80863681,6274721,0.087839,0.076182,-0.0031798037837917,-3.85503,-3.97484,7.92274,9.92713,-39.29147,-47.81606,272.37044,6274721,-2856069.5905945,-3.41146
kucoin,XDC,Real World Assets (RWA),ETH,KuCoin,2024-09-20T02:41:12+00:00,0.347524%,165171.2663,0.02822193,421018812,4495396,0.02832599,0.02794835,6.587e-05,0.23395,6.91433,7.68407,7.1911,-6.46396,-37.40216,-48.33809,4495396,933357,0.22218
kucoin,LAI,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:41:17+00:00,0.373832%,25019244.8971,0.01609929,5122363,3039080,0.01721432,0.01514487,0.00070533,4.58183,20.0668,58.11063,32.67701,10.18698,-59.5453,95.89328,3039080,227083,4.63882
kucoin,DOAI,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:41:19+00:00,0.317354%,92562519.0,0.01201442,5302328,4480136,0.01258413,0.01155925,-0.0005614708156728,-4.46466,-56.55506,-61.57458,-43.24521,0.0,0.0,0.0,4480136,-205954.46094296,-3.739
kucoin,TLM,"Gaming (GameFi), Gaming Governance Token",USDT,KuCoin,2024-09-20T02:39:23+00:00,0.274474%,4382479.4103,0.01095148,50608190,8873937,0.01116913,0.01075999,0.00013019,1.20312,2.83746,7.82155,-13.96908,-17.28943,-61.17535,8.12167,8873937,702124,1.40689
kucoin,KAGI,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:39:27+00:00,0.192916%,589457.5964,0.131105,144501523,7328604,0.136672,0.125187,0.00589012,4.70401,1.51362,14.77379,8.96732,-34.15748,-51.12014,158.38326,7328604,6152424,4.44703
kucoin,WEMIX,Gaming (GameFi),USDT,KuCoin,2024-09-20T02:41:16+00:00,0.277747%,130964.0519,0.899089,369318928,4028501,0.910126,0.890083,0.00688597,0.77179,-0.07897,6.46081,14.28024,-24.88156,-68.09399,34.69185,4028501,2590382,0.70635
kucoin,FITFI,"Gaming (GameFi), Gaming Governance Token",USDT,KuCoin,2024-09-20T02:41:14+00:00,0.199269%,41215344.9026,0.00302018,7640696,3065870,0.00312172,0.00289259,3.792e-05,1.27144,3.36204,12.67633,3.65288,-39.58279,-70.76249,-14.18929,3065870,100181,1.32856
kucoin,FET,"Artificial Intelligence (AI), AI Agents",ETH,KuCoin,2024-09-20T02:41:10+00:00,0.298734%,47283.8881,1.49,3763438228,507747977,1.57,1.47,-6.27096717e-05,-0.0042,9.12831,37.68314,70.57581,2.20788,-14.85583,541.22263,507747977,-1800121.17515,-0.04781
kucoin,APE,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDC,KuCoin,2024-09-20T02:24:52+00:00,0.126582%,15783.4263,0.794888,536598156,106496328,0.803543,0.771124,0.01241614,1.58679,6.63021,21.65791,29.69633,-7.19323,-64.37543,-30.05971,106496328,8844085,1.6758
kucoin,CPOOL,Real World Assets (RWA),USDT,KuCoin,2024-09-20T02:41:13+00:00,0.258807%,1418894.2873,0.139111,84019473,1157435,0.139645,0.129783,0.00799439,6.09718,5.59042,28.86833,46.8816,-21.01404,0.84931,574.37357,1157435,4645503,5.85268
kucoin,DAR,Gaming (GameFi),USDT,KuCoin,2024-09-20T02:41:14+00:00,0.124301%,312006.0648,0.161539,99502457,18154386,0.163022,0.15664,0.00470027,2.99688,3.71012,20.81876,-9.84849,-19.34548,-23.71846,83.79316,18154386,2847843,2.94641
kucoin,CFG,"Real World Assets (RWA), RWA Protocol",USDT,KuCoin,2024-09-20T02:41:12+00:00,0.428082%,333392.4107,0.35038,175606873,1155655,0.362053,0.331399,0.0127322,3.77085,-0.28089,8.4683,2.47941,-32.06371,-54.55572,29.5546,1155655,6605170,3.90835
kucoin,CXT,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T02:41:18+00:00,0.401896%,842123.7,0.09696,82337261,7031120,0.101659,0.093931,0.00205598,2.16637,41.43277,33.60941,86.58167,-32.98593,0.0,0.0,7031120,1807051,2.24394
kucoin,PAXG,Real World Assets (RWA),BTC,KuCoin,2024-09-20T02:23:10+00:00,0.514176%,7.5396,2594.48,494596788,12634530,2599.4,2562.93,29.39,1.14575,1.42782,3.13932,3.48762,7.58832,28.32517,35.17062,12634530,4794133,0.97879
kucoin,SILLY,Meme,USDT,KuCoin,2024-09-20T03:07:14+00:00,0.457038%,16590224.7552,0.01091692,10924560,3556103,0.01199349,0.0108286,-0.0004673901195518,-4.10556,1.56056,22.03955,15.52867,-37.12047,-82.24422,0.0,3556103,-431531.770036,-3.8
kucoin,KACE,Gaming (GameFi),USDT,KuCoin,2024-09-20T03:07:14+00:00,0.244005%,8670.8017,2.37,88509947,17289452,2.45,2.32,-0.01956219076456,-0.8188,5.33678,15.2925,2.93788,-25.56827,-81.8183,0.0,17289452,-509832.4449877,-0.57272
kucoin,MANEKI,Meme,USDT,KuCoin,2024-09-20T03:08:57+00:00,0.472441%,73000857.2,0.00622966,54576711,14112906,0.00662822,0.00571229,0.00022171,3.69032,11.58388,33.75486,69.52298,-32.04756,0.0,0.0,14112906,1908813,3.62424
kucoin,XYO,Metaverse,ETH,KuCoin,2024-09-20T03:08:52+00:00,0.318471%,1707140.5647,0.00462564,64510675,621918,0.00469431,0.0045252,2.28e-05,0.49536,5.20097,6.36846,2.30769,-25.50739,-55.9554,56.61976,621918,387559,0.6044
kucoin,FOXY,Meme,USDT,KuCoin,2024-09-20T03:08:56+00:00,0.351375%,10611807.0,0.00857984,25719897,3394959,0.0087673,0.00804104,0.00049715,6.15075,40.19166,30.69931,1.07598,-43.36228,0.0,0.0,3394959,1441955,5.93936
kucoin,FITFI,"Gaming (GameFi), Gaming Governance Token",USDT,KuCoin,2024-09-20T03:08:55+00:00,0.297128%,41428935.0921,0.00302636,7657995,3072292,0.00312172,0.00289259,5.271e-05,1.7724,3.57352,12.90686,3.86496,-39.45917,-70.70267,-14.01372,3072292,133415,1.77305
kucoin,FET,"Artificial Intelligence (AI), AI Agents",BTC,KuCoin,2024-09-20T03:07:05+00:00,0.405061%,63636.0808,1.51,3800825857,388298206,1.57,1.47,0.0173122,1.16328,10.87286,38.85029,72.02179,3.05831,-14.13406,546.65832,388298206,33934675,0.90087
kucoin,NXRA,Real World Assets (RWA),USDT,KuCoin,2024-09-20T03:05:38+00:00,0.303293%,7807639.5,0.02316098,18326333,350317,0.02470734,0.0213181,-0.0008574153265944,-3.56983,-8.1726,-33.29894,-28.99695,-73.48168,-85.04488,-59.36992,350317,-660676.409191,-3.47962
kucoin,SOUL,"Artificial Intelligence (AI), Gaming (GameFi), Metaverse, Gaming Governance Token",USDT,KuCoin,2024-09-20T03:08:53+00:00,0.017944%,285036.4489,0.055767,6924303,281676,0.059855,0.055441,-0.0024377014176294,-4.18818,2.31135,7.11367,-4.26031,-37.86313,-59.97039,-27.65169,281676,-300559.26336846,-4.16007
kucoin,TRADE,Real World Assets (RWA),USDT,KuCoin,2024-09-20T03:08:54+00:00,0.231564%,444783.02,0.561056,21073434,1008373,0.601296,0.558389,-0.038676024723601,-6.44888,9.72623,11.29741,-19.23427,-16.11675,-40.41723,500.77828,1008373,-1478822.0138647,-6.55731
kucoin,WEMIX,Gaming (GameFi),USDT,KuCoin,2024-09-20T03:08:04+00:00,0.409337%,130892.9,0.901848,370719288,4056475,0.910126,0.890083,0.01105744,1.24131,-0.10785,6.78757,14.63101,-24.51685,-67.99606,35.10527,4056475,4652154,1.27085
kucoin,PAXG,Real World Assets (RWA),BTC,KuCoin,2024-09-20T03:07:10+00:00,0.738061%,7.5283,2596.47,494288502,14204127,2599.4,2562.93,32.1,1.25185,1.50577,3.21858,3.56714,7.7426,28.42379,35.2745,14204127,4903989,1.00207
kucoin,HTR,Meme,USDT,KuCoin,2024-09-20T03:08:52+00:00,0.243368%,1386534.5961,0.04162482,18981836,370129,0.04241146,0.03980286,0.00149901,3.73577,3.77634,27.14521,21.89606,-5.31799,-50.5281,1.10877,370129,654884,3.57334
kucoin,AITECH,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T03:03:17+00:00,0.339794%,1729252.39,0.079254,80517625,5895797,0.087839,0.076182,-0.0032777182088627,-3.97148,-4.09764,7.61959,9.85625,-39.30318,-47.33494,274.14807,5895797,-3145662.6290239,-3.75991
kucoin,SUPER,Gaming (GameFi),BTC,KuCoin,2024-09-20T02:57:40+00:00,0.56107%,8703.8779,0.879127,396991857,46978503,0.943474,0.86921,-0.0497182373687,-5.3527,8.06166,38.56659,59.29927,23.33229,-40.88954,985.91719,46978503,-21396529.573391,-5.11404
kucoin,LMWR,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T03:08:56+00:00,0.322581%,876408.079,0.18501,54847576,5961726,0.213755,0.185098,-0.004199353381821,-2.21942,-4.81084,-6.96618,-1.85062,-39.09933,-73.31658,124.82644,5961726,-80503.1464499,-0.14656
kucoin,BOSON,"Metaverse, Real World Assets (RWA)",USDT,KuCoin,2024-09-20T03:08:52+00:00,0.3314%,437239.805,0.243129,32250013,862989,0.271044,0.23669,-0.015785050632796005,-6.09665,-1.51435,-1.2703,-5.61926,-34.50217,-32.52122,67.25982,862989,-2105736.9415782,-6.12921
kucoin,REVV,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",USDT,KuCoin,2024-09-20T03:08:52+00:00,0.124585%,31366422.3742,0.00478201,4275948,1166790,0.00480978,0.00442273,0.00033971,7.64719,13.03822,-10.31575,-15.07509,-34.87666,-68.82332,-25.00628,1166790,290482,7.28853
kucoin,ALEPH,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T03:05:35+00:00,0.172612%,587022.52,0.173936,32422963,785849,0.179088,0.162546,0.01038096,6.34707,4.30301,30.84084,29.14705,-18.01872,-50.46863,138.39448,785849,1917164,6.28459
kucoin,ENJ,"Gaming (GameFi), Metaverse",ETH,KuCoin,2024-09-20T03:08:50+00:00,0.162866%,31688.7375,0.151323,261403972,15363979,0.151414,0.147543,0.00222,1.4889,5.33719,11.17122,7.24505,-26.20445,-70.65367,-35.23988,15363979,3731261,1.44806
kucoin,RACA,"Gaming (GameFi), Metaverse",USDT,KuCoin,2024-09-20T03:08:03+00:00,0.381437%,1595592564.3621,0.00015747,58814341,5512666,0.00016092,0.00015459,-3.450900648227e-06,-2.14444,6.05445,18.75504,9.79629,-18.21306,-44.13516,73.62242,5512666,-1025966.7169191,-1.71451
kucoin,ARTY,"Gaming (GameFi), Metaverse, Gaming Governance Token",USDT,KuCoin,2024-09-20T03:08:56+00:00,0.209534%,582272.4048,0.38061,7880199,2472168,0.408566,0.379623,-0.017074686486705005,-4.29353,-3.00464,0.73728,-12.9654,-21.1662,-79.70229,0.0,2472168,-359013.84051576,-4.35738
kucoin,OVR,Metaverse,USDT,KuCoin,2024-09-20T03:08:03+00:00,0.321543%,140100.8779,0.156065,7997579,421675,0.156527,0.151817,0.00276265,1.80209,4.33789,9.73963,0.70114,-26.9322,-72.33987,-29.84013,421675,153577,1.95789
kucoin,GLM,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T03:08:04+00:00,0.165948%,49661.5225,0.301934,301999285,19713564,0.309425,0.2827,0.01787923,6.29429,8.80071,12.00765,-0.2812,-14.66677,-56.7968,72.87348,19713564,17972069,6.32759
kucoin,BLOCK,Gaming (GameFi),USDT,KuCoin,2024-09-20T03:05:52+00:00,0.579151%,188516.53,0.052188,7097315,794017,0.052931,0.051091,0.00101486,1.98318,2.82621,-4.93746,-14.70937,4.58828,0.0,0.0,794017,133829,1.92187
kucoin,TADA,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T03:08:56+00:00,0.2849%,2949223.5025,0.03515172,7954038,141848,0.03522012,0.03251277,0.00221271,6.71759,5.16112,3.64186,-15.54867,-50.62875,-91.14564,0.0,141848,494445,6.62831
kucoin,KAGI,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T03:08:55+00:00,0.396614%,592929.8971,0.132215,146692422,7447973,0.136672,0.125422,0.00663997,5.28763,3.67017,14.30821,9.64669,-33.87365,-51.27666,160.40539,7447973,8101640,5.84573
kucoin,TRIAS,"Artificial Intelligence (AI), AI Agents",USDT,KuCoin,2024-09-20T03:05:35+00:00,0.413907%,70464.68,4.75,47525798,910049,4.73,4.42,0.306145,6.89585,5.21477,4.2714,-5.99404,-37.61653,-72.63192,75.73712,910049,3126912,7.04277
kucoin,SDAO,Artificial Intelligence (AI),ETH,KuCoin,2024-09-20T03:07:10+00:00,0.501672%,8685.2549,0.293687,26571440,455361,0.325492,0.291106,-0.020330628330774,-6.47435,8.65765,11.41468,10.95534,-15.15253,-62.51857,-26.10826,455361,-1862494.4106691,-6.55025
kucoin,MTS,Gaming (GameFi),USDT,KuCoin,2024-09-20T03:08:03+00:00,0.141293%,24790908.9769,0.0028395,699623,75272,0.00289461,0.00265485,0.00010686,3.9105,2.17563,-5.7054,-2.14056,-26.68599,-81.46213,5.95808,75272,31671,4.74154
kucoin,DOAI,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T03:08:57+00:00,0.84908%,92049603.0,0.0119673,5304937,4472485,0.01258413,0.01155925,-0.0005583666584643,-4.45778,-56.65782,-61.72529,-43.46781,0.0,0.0,0.0,4472485,-248527.7823258,-4.47518
kucoin,HIGH,Metaverse,USDT,KuCoin,2024-09-20T03:08:54+00:00,0.505051%,31515.4407,1.39,0.0,10978555,1.4,1.34,0.00221214,0.15938,5.86045,11.04053,-4.55287,-27.94876,-34.85037,-0.57408,10978555,0.0,0.0
kucoin,MANA,Metaverse,ETH,KuCoin,2024-09-20T03:03:56+00:00,0.250209%,26947.2379,0.295514,551036703,40370618,0.295635,0.285339,0.00860498,2.99921,7.3132,13.15705,8.91696,-17.58095,-55.91788,-1.26675,40370618,16298676,3.04797
kucoin,XYO,Metaverse,BTC,KuCoin,2024-09-20T03:07:06+00:00,0.682128%,542108.5322,0.00463685,64584873,625167,0.00469431,0.0045252,3.034e-05,0.65857,5.72693,6.74105,1.88911,-25.32676,-55.8486,56.99954,625167,478895,0.74704
kucoin,OFN,Artificial Intelligence (AI),USDT,KuCoin,2024-09-20T03:08:55+00:00,0.113122%,439379.69,0.088174,9257259,211228,0.095423,0.087971,-0.0015525353749195,-1.7303,2.3225,-8.27726,-20.66763,-54.11189,-87.06414,0.0,211228,-162998.2563632,-1.7303
kucoin,ISP,"Artificial Intelligence (AI), Gaming (GameFi)",USDT,KuCoin,2024-09-20T03:41:22+00:00,0.384821%,148670352.5827,0.00093659,2815422,527034,0.00094089,0.00081284,0.00011014,13.32677,1.28771,29.30522,5.48018,-30.16854,-50.48133,107.25193,527034,329314,13.24616
kucoin,SHRAP,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDT,KuCoin,2024-09-20T03:40:42+00:00,0.534759%,6514111.0749,0.02805541,18627488,2955556,0.02858417,0.02136825,0.00643814,29.7824,48.6338,35.90806,16.03649,-60.96904,-89.76579,0.0,2955556,4498433,31.83817
